adaptation,avg_isi,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,slow_trough_t_short_square,slow_trough_v_short_square,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,transgenic_line,reporter_status,height,binary_neuron
0.0643841749362958,76.2833333333333,0.195246801797226,1.10266,4.00524666666667,1.02487333333333,-48.71875,-49.8750012715658,-51.500003814697294,134.67648,0.0318800000000001,1.1008799999999999,4.00354,1.0233,56.500003814697294,56.177085876464794,53.531253814697294,109.776884317398,0.24470499157905604,1.34491333333333,-67.4166692097982,110.0,74.5833333333333,670.0,1.10046,4.00312,1.02291333333333,-44.218753814697294,-45.83333714803061,-47.8645833333333,1.1028,4.00545333333333,1.34491333333333,-48.843753814697294,-50.0937525431315,-67.4166692097982,4.23133516098478,4.299534757423991,3.9390825508726603,-78.59375,-66.0850677490234,Chrna2-Cre_OE25,cre reporter positive,105.03125762939459,Inhibitory
0.04870882511125701,118.397142857143,0.307589291200342,1.06977,7.203945,1.024593,-45.968753814697294,-49.093753814697294,-53.8000022888184,164.745728,0.02369,1.06827,7.20288666666667,1.02348,13.21875,30.0937512715658,27.4875007629395,147.65624701976802,0.117103964090347,1.233473,-66.3187530517578,170.0,154.583333333333,730.0,1.06788,7.20249166666667,1.023159,-32.0937538146973,-33.0416679382324,-33.943751525878895,1.069995,7.204045,1.233473,-46.156253814697294,-49.2187525431315,-66.3187530517578,2.0260001477288503,1.8275715127985301,1.81815777902793,-82.40625,-65.503044128418,Sst-IRES-Cre,cre reporter positive,81.2875030517579,Inhibitory
0.0422146009409484,81.3945454545455,0.16272937490265602,1.08975,2.3364266666666698,1.027302,-48.90625,-51.0833346048991,-55.8000022888184,289.12208,0.027555,1.086395,2.3332283333333304,1.023475,33.28125,38.8229179382324,29.0875011444092,266.40632748603804,0.0415404625236988,1.691744,-73.3375,110.0,32.8333333333333,469.99996948242205,1.085825,2.332735,1.023001,-38.1562538146973,-40.1666692097982,-46.1250007629395,1.099575,2.36177833333333,1.691744,-52.09375,-57.614585876464794,-73.3375,4.208485399864331,4.27415082236767,4.09637162919967,-99.09375762939449,-72.174674987793,Cux2-CreERT2,cre reporter positive,84.8875034332276,Excitatory
0.00255990377692692,18.282169811320802,0.656473233629847,1.05044,7.520155,1.02466583333333,-59.5,-58.125003814697294,-61.6093775431315,197.86414399999998,0.01267,1.0492350000000001,7.5188583333333305,1.02350833333333,20.9375,18.468750635782897,27.052084287007602,149.062544107437,0.0552238002419472,1.4955716666666699,-73.2395871480306,150.0,162.5,460.0,1.04882,7.5183966666666695,1.0231299999999999,-35.6875038146973,-33.6458371480306,-44.8906275431315,1.05046,7.52031166666667,1.4955716666666699,-59.593753814697294,-58.2604192097982,-73.2395871480306,1.60858928958779,1.4879784299939498,1.8227807893872698,-89.43750762939449,-73.0082244873047,Pvalb-IRES-Cre,cre reporter positive,88.6614618301391,Inhibitory
0.5423579673025339,307.1,0.155346607523105,1.0851600000000001,8.536706666666669,1.02542666666667,-47.0,-46.927085876464794,-55.0937525431315,209.971936,0.0337800000000001,1.0829799999999998,8.53443333333333,1.02356,40.7812538146973,42.7291692097982,42.3229179382324,136.562421917915,0.132638186216354,1.1305,-81.250005086263,210.0,187.833333333333,860.0,1.08244,8.533846666666669,1.02312,-33.96875,-33.7604179382324,-46.9375025431315,1.08612,8.55396666666667,1.1305,-47.875003814697294,-49.7291679382324,-81.250005086263,2.71890141223514,2.52813735284161,3.06070724707307,-95.50000762939449,-80.0506210327148,Ntsr1-Cre_GN220,cre reporter positive,97.4166704813639,Excitatory
0.055229448362509,65.19964285714289,0.290424431927115,1.194985,2.6130150000000003,1.025615,-47.21875,-48.5937525431315,-52.8750022888184,317.85996800000004,0.031455000000000004,1.19302,2.61134666666667,1.0235969999999999,6.875000476837161,16.4166679382324,7.51250047683716,392.499923706055,0.12385107576847099,1.473574,-64.51875228881839,30.0000019073486,39.75,340.0,1.1923549999999998,2.6106266666666698,1.022979,-38.21875,-36.8020871480306,-37.825,1.232745,2.6131366666666698,1.473574,-47.906253814697294,-48.708335876464794,-64.51875228881839,1.56066485487134,1.42796947493655,1.42983832856955,-98.75,-63.3182563781738,Htr3a-Cre_NO152,cre reporter positive,60.38750276565556,Inhibitory
0.0114506456739024,51.822777777777794,0.164467013793456,1.0379,3.0904333333333303,1.024461,-60.500003814697294,-58.7916692097982,-62.4625022888184,312.810656,0.00587500000000007,1.03698,3.08945333333333,1.023541,32.7500038146973,32.0312512715658,37.506251525878895,257.65624642372103,0.0991026982665062,1.547561,-66.625,90.0,51.7083333333333,0.0,1.0365950000000002,3.0890316666666697,1.023197,-41.5625,-42.31250127156579,-47.5000022888184,1.037995,3.09050833333333,1.547561,-60.656253814697294,-58.9166692097982,-66.625,1.93457044398579,1.84110345530758,2.04058208683675,-93.87500762939449,-66.2190399169922,Htr3a-Cre_NO152,cre reporter positive,99.9687538146973,Inhibitory
0.0347760085193906,30.73375,0.6312207152707491,1.53444,17.038568333333302,1.024103,-57.687503814697294,-56.6250012715658,-59.8312522888184,105.196152,0.126335,1.53362,17.037473333333303,1.023311,13.5,14.583333969116199,25.018751144409197,64.5312517881393,0.0449956208467484,1.456287,-77.8812530517578,350.0,400.416676839193,900.0,1.5333,17.037136666666697,1.023032,-34.9062538146973,-31.4375025431315,-44.8625015258789,1.53463,17.039668333333303,1.456287,-57.843753814697294,-57.520835876464794,-77.8812530517578,1.20454709560304,1.2677782649546498,1.37752586261736,-92.5,-76.9548568725586,Pvalb-IRES-Cre,cre reporter positive,84.8500034332276,Inhibitory
0.0259499525080395,79.6,0.16405405405405402,1.18334,4.31303333333333,1.0248700000000002,-47.437503814697294,-49.3854192097982,-50.781251907348604,148.06432,0.0438400000000001,1.1814200000000001,4.31129333333333,1.02339,43.0,44.5104166666667,44.21875,153.74992787838002,0.10381121933460198,1.50935,-68.9218788146973,70.0,82.25,0.0,1.181,4.31088,1.02301,-33.1250038146973,-33.5104192097982,-48.281251907348604,1.2207,4.33916666666667,1.50935,-56.562503814697294,-55.9791692097982,-68.9218788146973,3.38933208949961,3.2384560859403395,3.66900647880166,-85.2187576293945,-68.5057373046875,Scnn1a-Tg3-Cre,cre reporter positive,95.0000019073486,Excitatory
0.00928929266442473,60.1843333333333,0.217394919622208,1.46886,6.24119666666667,1.025506,-49.53125,-49.2604192097982,-56.58750381469729,126.870208,0.06071,1.46659,6.23951333333333,1.02357,25.5312519073486,42.0104192097982,26.5125011444092,151.562616229057,0.149849534034729,1.2511510000000001,-77.40000305175779,120.00000762939501,130.458333333333,0.0,1.466065,6.23904833333333,1.023142,-39.5312538146973,-40.4895833333333,-46.8125022888184,1.49474,6.27193166666667,1.2511510000000001,-55.093753814697294,-54.4479192097982,-77.40000305175779,2.4319977954017404,2.5716143936217,2.3827811391737796,-93.65625762939449,-76.2948379516602,Ntsr1-Cre_GN220,cre reporter positive,83.10000495910649,Excitatory
